Ax,Ay,Az,Gx,Gy,Gz,Cx,Cy,Cz,Lt,Li,alt,temp
-1407.000000,210.000000,128.000000,699.000000,439.000000,442.000000,10791.800000,398.600000,8911.000000,6.840000,2.840000,1333.622500,22.562500
-1626.000000,197.000000,342.000000,396.000000,395.000000,556.000000,10787.800000,397.900000,8913.900000,6.780000,2.780000,1333.622500,22.563100
-2062.000000,158.000000,569.000000,1515.000000,-433.000000,520.000000,10784.200000,394.600000,8910.600000,6.720000,2.720000,1333.615000,22.565000
-1950.000000,389.000000,285.000000,704.000000,-201.000000,473.000000,10780.600000,391.300000,8907.300000,6.660000,2.660000,1333.607500,22.566900
-2270.000000,465.000000,299.000000,58.000000,-211.000000,94.000000,10777.000000,388.000000,8904.000000,6.600000,2.600000,1333.600000,22.568800
-2376.000000,394.000000,439.000000,-325.000000,305.000000,-4.000000,10771.300000,386.200000,8901.000000,6.540000,2.540000,1333.592500,22.570600
-2981.000000,758.000000,188.000000,-1249.000000,207.000000,-542.000000,10765.600000,384.400000,8898.000000,6.480000,2.480000,1333.585000,22.572500
-2880.000000,946.000000,66.000000,-1195.000000,-254.000000,-513.000000,10759.900000,382.600000,8895.000000,6.420000,2.420000,1333.577500,22.574400
-2369.000000,1127.000000,-2.000000,-12.000000,-1371.000000,-206.000000,10762.200000,382.400000,8894.400000,6.360000,2.360000,1333.570000,22.576300
-2006.000000,1448.000000,-451.000000,851.000000,-287.000000,172.000000,10768.500000,383.000000,8895.000000,6.300000,2.300000,1333.562500,22.578100
-2089.000000,1297.000000,-869.000000,-1215.000000,882.000000,184.000000,10774.800000,383.600000,8895.600000,6.240000,2.240000,1333.555000,22.580000
-2218.000000,743.000000,-29.000000,-2542.000000,254.000000,-317.000000,10779.100000,383.900000,8897.000000,6.180000,2.180000,1333.547500,22.581900
-2006.000000,189.000000,358.000000,-2200.000000,-945.000000,-510.000000,10779.400000,383.600000,8900.000000,6.120000,2.120000,1333.540000,22.583700
-1651.000000,132.000000,367.000000,-1152.000000,-395.000000,-473.000000,10779.700000,383.300000,8903.000000,6.060000,2.060000,1333.532500,22.585600
-1428.000000,294.000000,374.000000,-752.000000,30.000000,-298.000000,10780.000000,383.000000,8906.000000,6.000000,2.000000,1333.525000,22.587500
-1297.000000,213.000000,311.000000,-542.000000,-92.000000,-308.000000,10790.800000,386.300000,8920.100000,6.060000,2.060000,1333.517500,22.589400
-1241.000000,197.000000,279.000000,-534.000000,132.000000,-220.000000,10801.600000,389.600000,8934.200000,6.120000,2.120000,1333.510000,22.591200
-1365.000000,75.000000,409.000000,-706.000000,504.000000,-181.000000,10812.400000,392.900000,8948.300000,6.180000,2.180000,1333.502500,22.593100
-1599.000000,117.000000,668.000000,-137.000000,616.000000,18.000000,10817.800000,391.600000,8950.600000,6.240000,2.240000,1333.495000,22.595000
-1882.000000,307.000000,672.000000,426.000000,855.000000,206.000000,10820.500000,388.000000,8947.000000,6.300000,2.300000,1333.487500,22.596900
-2067.000000,379.000000,597.000000,354.000000,436.000000,78.000000,10823.200000,384.400000,8943.400000,6.360000,2.360000,1333.480000,22.598700
-2061.000000,385.000000,341.000000,391.000000,349.000000,130.000000,10824.200000,383.300000,8938.900000,6.420000,2.420000,1333.472500,22.600600
-2167.000000,436.000000,168.000000,217.000000,438.000000,32.000000,10821.800000,387.200000,8932.600000,6.480000,2.480000,1333.465000,22.602500
-2371.000000,508.000000,337.000000,-261.000000,-140.000000,-93.000000,10819.400000,391.100000,8926.300000,6.540000,2.540000,1333.457500,22.604400
-2510.000000,312.000000,373.000000,-246.000000,-296.000000,-377.000000,10817.000000,395.000000,8920.000000,6.600000,2.600000,1333.450000,22.606200
-2516.000000,186.000000,19.000000,-232.000000,-143.000000,-383.000000,10821.800000,396.200000,8917.900000,6.660000,2.660000,1333.442500,22.608100
-2444.000000,107.000000,71.000000,-72.000000,-623.000000,-396.000000,10826.600000,397.400000,8915.800000,6.720000,2.720000,1333.435000,22.610000
-2169.000000,-11.000000,-51.000000,714.000000,-426.000000,-68.000000,10831.400000,398.600000,8913.700000,6.780000,2.780000,1333.427500,22.611900
-2318.000000,241.000000,-345.000000,735.000000,291.000000,-10.000000,10834.000000,401.000000,8914.400000,6.840000,2.840000,1333.420000,22.613700
-2544.000000,319.000000,-163.000000,-25.000000,-196.000000,-87.000000,10835.500000,404.000000,8916.500000,6.900000,2.900000,1333.412500,22.615600
-2432.000000,304.000000,151.000000,298.000000,-705.000000,-53.000000,10837.000000,407.000000,8918.600000,6.960000,2.960000,1333.405000,22.617500
-2188.000000,361.000000,228.000000,662.000000,-617.000000,80.000000,10837.900000,407.900000,8920.500000,7.000000,3.000000,1333.397500,22.619400
-1881.000000,249.000000,269.000000,381.000000,-427.000000,139.000000,10837.600000,404.600000,8922.000000,7.000000,3.000000,1333.390000,22.621200
-1589.000000,66.000000,197.000000,740.000000,-440.000000,77.000000,10837.300000,401.300000,8923.500000,7.000000,3.000000,1333.382500,22.623100
-1444.000000,106.000000,92.000000,1033.000000,-311.000000,276.000000,10837.000000,398.000000,8925.000000,7.000000,3.000000,1333.375000,22.625000
-1361.000000,201.000000,-44.000000,1244.000000,-73.000000,236.000000,10831.000000,395.600000,8922.000000,7.000000,3.000000,1333.384400,22.625000
-1521.000000,306.000000,-12.000000,818.000000,46.000000,472.000000,10825.000000,393.200000,8919.000000,7.000000,3.000000,1333.393700,22.625000
-1578.000000,248.000000,216.000000,786.000000,-165.000000,304.000000,10819.000000,390.800000,8916.000000,7.000000,3.000000,1333.403100,22.625000
-1601.000000,151.000000,382.000000,912.000000,-292.000000,413.000000,10815.600000,388.200000,8913.600000,7.000000,3.000000,1333.412500,22.625000
-1897.000000,269.000000,287.000000,1295.000000,-231.000000,298.000000,10813.500000,385.500000,8911.500000,7.000000,3.000000,1333.421900,22.625000
-2077.000000,373.000000,271.000000,869.000000,-164.000000,100.000000,10811.400000,382.800000,8909.400000,7.000000,3.000000,1333.431300,22.625000
-2463.000000,327.000000,546.000000,332.000000,-543.000000,-124.000000,10808.400000,381.700000,8908.500000,7.000000,3.000000,1333.440600,22.625000
-2507.000000,445.000000,291.000000,77.000000,-592.000000,-383.000000,10803.600000,383.800000,8910.000000,7.000000,3.000000,1333.450000,22.625000
-2728.000000,814.000000,294.000000,145.000000,-873.000000,-573.000000,10798.800000,385.900000,8911.500000,7.000000,3.000000,1333.459400,22.625000
-2574.000000,736.000000,895.000000,699.000000,-1348.000000,-166.000000,10794.000000,388.000000,8913.000000,7.000000,3.000000,1333.468800,22.625000
-1846.000000,416.000000,377.000000,1135.000000,-77.000000,69.000000,10797.000000,386.200000,8914.800000,7.000000,3.000000,1333.478100,22.625000
-1973.000000,596.000000,38.000000,1147.000000,420.000000,-40.000000,10800.000000,384.400000,8916.600000,7.000000,3.000000,1333.487500,22.625000
-2163.000000,651.000000,84.000000,839.000000,-443.000000,-270.000000,10803.000000,382.600000,8918.400000,7.000000,3.000000,1333.496900,22.625000
-2208.000000,270.000000,567.000000,577.000000,-183.000000,-455.000000,10799.400000,380.000000,8916.200000,6.880000,2.920000,1333.506200,22.625000
-2012.000000,-112.000000,504.000000,1371.000000,170.000000,-152.000000,10792.500000,377.000000,8912.000000,6.700000,2.800000,1333.515600,22.625000
-1886.000000,-73.000000,277.000000,1578.000000,64.000000,-278.000000,10785.600000,374.000000,8907.800000,6.520000,2.680000,1333.525000,22.625000
-1899.000000,51.000000,348.000000,2034.000000,-68.000000,-261.000000,10780.600000,372.600000,8904.900000,6.340000,2.560000,1333.534400,22.625000
-1871.000000,136.000000,303.000000,2420.000000,-255.000000,-166.000000,10779.400000,374.400000,8904.600000,6.160000,2.440000,1333.543800,22.625000
-1821.000000,54.000000,341.000000,2478.000000,-451.000000,-109.000000,10778.200000,376.200000,8904.300000,5.980000,2.320000,1333.553100,22.625000
-1845.000000,56.000000,152.000000,3038.000000,-405.000000,-113.000000,10777.000000,378.000000,8904.000000,5.800000,2.200000,1333.562500,22.625000
-1958.000000,225.000000,-64.000000,3384.000000,-545.000000,-118.000000,10772.800000,378.000000,8892.900000,5.620000,2.080000,1333.571900,22.625000
-2162.000000,441.000000,-104.000000,3404.000000,-612.000000,-274.000000,10768.600000,378.000000,8881.800000,5.440000,1.960000,1333.581200,22.625000
-2278.000000,540.000000,166.000000,2959.000000,-1026.000000,-364.000000,10764.400000,378.000000,8870.700000,5.260000,1.840000,1333.590600,22.625000
-2287.000000,278.000000,468.000000,2819.000000,-1023.000000,-368.000000,10761.400000,379.200000,8856.000000,5.080000,1.720000,1333.600000,22.625000
-2159.000000,136.000000,242.000000,3560.000000,-817.000000,-298.000000,10759.000000,381.000000,8839.500000,4.900000,1.600000,1333.609400,22.625000
-2162.000000,110.000000,-159.000000,3713.000000,-659.000000,-177.000000,10756.600000,382.800000,8823.000000,4.720000,1.480000,1333.618800,22.625000
-2159.000000,182.000000,-230.000000,3487.000000,-852.000000,-152.000000,10756.200000,383.500000,8810.200000,4.540000,1.360000,1333.628100,22.625000
-2095.000000,206.000000,-237.000000,3490.000000,-890.000000,-9.000000,10759.800000,382.000000,8804.800000,4.360000,1.240000,1333.637500,22.625000
-1961.000000,174.000000,-332.000000,3435.000000,-637.000000,103.000000,10763.400000,380.500000,8799.400000,4.180000,1.120000,1333.646900,22.625000
-1975.000000,99.000000,-411.000000,3072.000000,-499.000000,86.000000,10767.000000,379.000000,8794.000000,4.000000,1.000000,1333.656200,22.625000
-1985.000000,-27.000000,-395.000000,2784.000000,-727.000000,-168.000000,10769.700000,380.500000,8785.000000,3.880000,1.000000,1333.665600,22.625000
-2091.000000,-143.000000,-261.000000,2439.000000,-882.000000,-324.000000,10772.400000,382.000000,8776.000000,3.760000,1.000000,1333.675000,22.625000
-2098.000000,-64.000000,-214.000000,2805.000000,-812.000000,-386.000000,10775.100000,383.500000,8767.000000,3.640000,1.000000,1333.684400,22.625000
-2183.000000,127.000000,-156.000000,2615.000000,-868.000000,-383.000000,10778.800000,384.000000,8758.000000,3.520000,1.000000,1333.690000,22.625000
-2219.000000,151.000000,9.000000,2405.000000,-868.000000,-460.000000,10783.000000,384.000000,8749.000000,3.400000,1.000000,1333.693800,22.625000
-2174.000000,237.000000,62.000000,2329.000000,-790.000000,-466.000000,10787.200000,384.000000,8740.000000,3.280000,1.000000,1333.697600,22.625000
-2045.000000,136.000000,45.000000,2243.000000,-480.000000,-172.000000,10792.100000,385.700000,8734.000000,3.160000,1.000000,1333.701400,22.625000
-2004.000000,152.000000,42.000000,2273.000000,-539.000000,-352.000000,10798.400000,390.800000,8734.000000,3.040000,1.000000,1333.705200,22.625000
-1990.000000,121.000000,62.000000,2055.000000,-514.000000,-390.000000,10804.700000,395.900000,8734.000000,2.920000,1.000000,1333.709000,22.625000
-2050.000000,142.000000,71.000000,1949.000000,-509.000000,-579.000000,10811.000000,401.000000,8734.000000,2.800000,1.000000,1333.712800,22.625000
-2092.000000,233.000000,-3.000000,2015.000000,-415.000000,-511.000000,10817.300000,400.100000,8734.000000,2.680000,1.000000,1333.716500,22.625000
-2123.000000,379.000000,-15.000000,1948.000000,-571.000000,-454.000000,10823.600000,399.200000,8734.000000,2.560000,1.000000,1333.720300,22.625000
-2016.000000,385.000000,-91.000000,1731.000000,-476.000000,-464.000000,10829.900000,398.300000,8734.000000,2.440000,1.000000,1333.724100,22.625000
-2058.000000,480.000000,-77.000000,1622.000000,-461.000000,-417.000000,10837.200000,400.000000,8732.800000,2.320000,1.000000,1333.727900,22.625000
-1941.000000,539.000000,-57.000000,1256.000000,-509.000000,-469.000000,10845.000000,403.000000,8731.000000,2.200000,1.000000,1333.731700,22.625000
-1902.000000,572.000000,-101.000000,1076.000000,-336.000000,-441.000000,10852.800000,406.000000,8729.200000,2.080000,1.000000,1333.735500,22.625000
-1922.000000,733.000000,-218.000000,1234.000000,-108.000000,-426.000000,10858.700000,409.100000,8729.600000,2.000000,1.000000,1333.739300,22.625000
-2076.000000,933.000000,-324.000000,524.000000,179.000000,-205.000000,10860.800000,412.400000,8734.400000,2.000000,1.000000,1333.743100,22.625000
-2316.000000,768.000000,12.000000,-373.000000,126.000000,-295.000000,10862.900000,415.700000,8739.200000,2.000000,1.000000,1333.746800,22.625000
-2349.000000,549.000000,252.000000,30.000000,-118.000000,-144.000000,10865.000000,419.000000,8744.000000,2.000000,1.000000,1333.750600,22.625000
-2227.000000,448.000000,239.000000,89.000000,182.000000,-9.000000,10870.700000,415.700000,8738.300000,2.000000,1.000000,1333.754400,22.625000
-2019.000000,335.000000,296.000000,-119.000000,-279.000000,-74.000000,10876.400000,412.400000,8732.600000,2.000000,1.000000,1333.758200,22.625000
-1813.000000,298.000000,311.000000,-115.000000,-356.000000,-81.000000,10882.100000,409.100000,8726.900000,2.000000,1.000000,1333.762000,22.625000
-1676.000000,215.000000,416.000000,-231.000000,-206.000000,-137.000000,10883.200000,409.200000,8724.400000,2.000000,1.000000,1333.765800,22.625000
-1581.000000,122.000000,457.000000,-15.000000,-146.000000,-4.000000,10882.000000,411.000000,8723.500000,2.000000,1.000000,1333.769600,22.625000
-1718.000000,66.000000,474.000000,296.000000,338.000000,41.000000,10880.800000,412.800000,8722.600000,2.000000,1.000000,1333.773400,22.625000
-1911.000000,92.000000,471.000000,551.000000,551.000000,267.000000,10879.400000,414.500000,8721.400000,2.000000,1.000000,1333.777100,22.625000
-1989.000000,273.000000,368.000000,707.000000,523.000000,371.000000,10877.600000,416.000000,8719.600000,2.000000,1.000000,1333.780900,22.625000
-2065.000000,462.000000,290.000000,424.000000,544.000000,364.000000,10875.800000,417.500000,8717.800000,2.000000,1.000000,1333.784700,22.625000
-2088.000000,561.000000,183.000000,362.000000,483.000000,198.000000,10874.000000,419.000000,8716.000000,2.000000,1.000000,1333.788500,22.625000
-2200.000000,773.000000,-44.000000,277.000000,688.000000,366.000000,10871.600000,418.100000,8713.000000,2.000000,1.000000,1333.792300,22.625000
-2483.000000,1007.000000,-184.000000,-118.000000,1148.000000,102.000000,10869.200000,417.200000,8710.000000,2.000000,1.000000,1333.796100,22.625000
-2978.000000,723.000000,228.000000,-683.000000,667.000000,-91.000000,10866.800000,416.300000,8707.000000,2.000000,1.000000,1333.799900,22.625000
-2686.000000,261.000000,581.000000,-637.000000,-209.000000,-520.000000,10865.600000,413.600000,8699.600000,2.000000,1.000000,1333.803700,22.625000
-1676.000000,-274.000000,246.000000,-627.000000,-570.000000,-662.000000,10865.000000,410.000000,8690.000000,2.000000,1.000000,1333.807400,22.625000
-588.000000,-558.000000,32.000000,388.000000,-1642.000000,-675.000000,10864.400000,406.400000,8680.400000,2.000000,1.000000,1333.811200,22.625000
-512.000000,-419.000000,-591.000000,2222.000000,-517.000000,-214.000000,10866.900000,405.500000,8674.800000,2.000000,1.000000,1333.807500,22.625000
-2509.000000,172.000000,-1475.000000,1576.000000,2833.000000,276.000000,10875.600000,410.000000,8677.200000,2.000000,1.000000,1333.800000,22.625000
-4863.000000,770.000000,-380.000000,-982.000000,-1237.000000,430.000000,10884.300000,414.500000,8679.600000,2.000000,1.000000,1333.792500,22.625000
-4712.000000,100.000000,905.000000,750.000000,-2202.000000,-274.000000,10893.000000,419.000000,8682.000000,2.000000,1.000000,1333.785000,22.625000
-4378.000000,531.000000,-193.000000,3672.000000,-180.000000,912.000000,10890.300000,419.000000,8678.700000,2.000000,1.000000,1333.777500,22.625000
-3372.000000,1130.000000,-1147.000000,1933.000000,-1899.000000,422.000000,10887.600000,419.000000,8675.400000,2.000000,1.000000,1333.770000,22.625000
-2439.000000,831.000000,-532.000000,365.000000,-2145.000000,209.000000,10884.900000,419.000000,8672.100000,2.000000,1.000000,1333.762500,22.625000
-1517.000000,709.000000,-158.000000,135.000000,-801.000000,448.000000,10889.400000,422.600000,8679.400000,2.000000,1.000000,1333.755000,22.625000
-664.000000,306.000000,106.000000,-813.000000,-1182.000000,133.000000,10897.500000,428.000000,8692.000000,2.000000,1.000000,1333.747500,22.625000
338.000000,-81.000000,134.000000,-780.000000,-2160.000000,125.000000,10905.600000,433.400000,8704.600000,2.000000,1.000000,1333.740000,22.625000
1091.000000,63.000000,-201.000000,79.000000,-843.000000,196.000000,10909.800000,438.900000,8718.200000,2.000000,1.000000,1333.732500,22.625000
307.000000,200.000000,-212.000000,-177.000000,2264.000000,556.000000,10906.200000,444.600000,8733.800000,2.000000,1.000000,1333.725000,22.625000
-337.000000,-75.000000,516.000000,-762.000000,1504.000000,112.000000,10902.600000,450.300000,8749.400000,2.000000,1.000000,1333.717500,22.625000
-177.000000,13.000000,376.000000,275.000000,-318.000000,-103.000000,10899.000000,456.000000,8765.000000,2.000000,1.000000,1333.710000,22.625000
41.000000,198.000000,-199.000000,305.000000,-348.000000,-141.000000,10899.900000,451.500000,8756.600000,2.000000,1.000000,1333.702500,22.625000
-65.000000,332.000000,-613.000000,-261.000000,874.000000,53.000000,10900.800000,447.000000,8748.200000,2.000000,1.000000,1333.695000,22.625000
-2443.000000,755.000000,-1463.000000,-932.000000,3201.000000,-189.000000,10901.700000,442.500000,8739.800000,2.000000,1.000000,1333.687500,22.625000
-4242.000000,-190.000000,-1.000000,-2026.000000,4437.000000,738.000000,10903.800000,439.800000,8734.400000,2.000000,1.000000,1333.680000,22.625000
-4068.000000,-694.000000,1246.000000,2011.000000,-433.000000,-617.000000,10906.500000,438.000000,8730.500000,2.000000,1.000000,1333.672500,22.625000
-3796.000000,553.000000,363.000000,1671.000000,1248.000000,464.000000,10909.200000,436.200000,8726.600000,2.000000,1.000000,1333.665000,22.625000
-3806.000000,604.000000,-329.000000,696.000000,-398.000000,93.000000,10911.000000,434.500000,8721.500000,2.000000,1.000000,1333.657500,22.625000
-3355.000000,655.000000,245.000000,-121.000000,-1232.000000,-60.000000,10911.000000,433.000000,8714.000000,2.000000,1.000000,1333.650000,22.625000
-2281.000000,545.000000,64.000000,518.000000,-1234.000000,383.000000,10911.000000,431.500000,8706.500000,2.000000,1.000000,1333.642500,22.625000
-1347.000000,356.000000,-236.000000,65.000000,-1101.000000,211.000000,10911.000000,430.000000,8699.000000,2.000000,1.000000,1333.635000,22.625000
-725.000000,526.000000,-323.000000,-166.000000,-1393.000000,562.000000,10910.100000,430.600000,8707.100000,2.000000,1.000000,1333.627500,22.625000
-270.000000,1685.000000,-1056.000000,-289.000000,-1574.000000,557.000000,10909.200000,431.200000,8715.200000,2.000000,1.000000,1333.620000,22.625000
-1953.000000,1527.000000,-1683.000000,-805.000000,1736.000000,1549.000000,10908.300000,431.800000,8723.300000,2.000000,1.000000,1333.612500,22.625000
-4427.000000,3146.000000,-1659.000000,917.000000,1870.000000,1142.000000,10905.800000,435.000000,8729.800000,2.000000,1.000000,1333.605000,22.625000
-4103.000000,1382.000000,731.000000,-12783.000000,644.000000,-1531.000000,10902.500000,439.500000,8735.500000,2.000000,1.000000,1333.597500,22.625000
-3381.000000,-411.000000,1771.000000,2624.000000,-1059.000000,-19.000000,10899.200000,444.000000,8741.200000,2.000000,1.000000,1333.590000,22.625000
-3386.000000,826.000000,330.000000,-127.000000,3644.000000,569.000000,10894.600000,446.000000,8742.900000,2.000000,1.000000,1333.582500,22.625000
-2719.000000,654.000000,12.000000,-188.000000,-937.000000,-284.000000,10887.400000,443.000000,8736.600000,2.000000,1.000000,1333.575000,22.625000
-1691.000000,211.000000,556.000000,-1427.000000,-1309.000000,-813.000000,10880.200000,440.000000,8730.300000,2.000000,1.000000,1333.567500,22.625000
-828.000000,-313.000000,808.000000,-173.000000,-1627.000000,-538.000000,10873.000000,437.000000,8724.000000,2.000000,1.000000,1333.566900,22.625000
134.000000,-594.000000,224.000000,1354.000000,-1818.000000,-392.000000,10871.800000,437.000000,8724.600000,2.000000,1.000000,1333.580000,22.625000
700.000000,-170.000000,-429.000000,1633.000000,485.000000,231.000000,10870.600000,437.000000,8725.200000,2.000000,1.000000,1333.593100,22.625000
-307.000000,13.000000,-360.000000,695.000000,2326.000000,106.000000,10869.400000,437.000000,8725.800000,2.000000,1.000000,1333.606300,22.625000
-570.000000,-207.000000,280.000000,357.000000,270.000000,-295.000000,10871.800000,437.000000,8725.600000,2.000000,1.000000,1333.619400,22.625000
-314.000000,-62.000000,16.000000,1226.000000,-1124.000000,-371.000000,10876.000000,437.000000,8725.000000,2.000000,1.000000,1333.632500,22.625000
-40.000000,23.000000,-340.000000,774.000000,-108.000000,-225.000000,10880.200000,437.000000,8724.400000,2.000000,1.000000,1333.645600,22.625000
-136.000000,35.000000,-458.000000,1369.000000,561.000000,146.000000,10884.400000,436.500000,8725.400000,2.000000,1.000000,1333.658800,22.625000
-1628.000000,1247.000000,-1053.000000,2338.000000,2707.000000,864.000000,10888.600000,435.000000,8729.600000,2.000000,1.000000,1333.671900,22.625000
-3681.000000,1712.000000,-1229.000000,-594.000000,1252.000000,504.000000,10892.800000,433.500000,8733.800000,2.000000,1.000000,1333.685000,22.625000
-4533.000000,1090.000000,2045.000000,-3245.000000,-3736.000000,-1513.000000,10897.000000,432.000000,8738.000000,2.000000,1.000000,1333.698100,22.625000
-2927.000000,161.000000,1173.000000,19.000000,533.000000,-19.000000,10895.500000,429.900000,8731.700000,2.000000,1.000000,1333.711300,22.625000
-3527.000000,1276.000000,623.000000,827.000000,1939.000000,226.000000,10894.000000,427.800000,8725.400000,2.000000,1.000000,1333.724400,22.625000
-3104.000000,827.000000,337.000000,-1168.000000,-1508.000000,-900.000000,10892.500000,425.700000,8719.100000,2.000000,1.000000,1333.737500,22.625000
-2446.000000,272.000000,1101.000000,-2151.000000,-2621.000000,-1568.000000,10893.800000,424.600000,8717.000000,2.060000,1.000000,1333.750600,22.625000
-587.000000,-769.000000,1939.000000,-237.000000,-3154.000000,-1535.000000,10896.500000,424.000000,8717.000000,2.120000,1.000000,1333.763800,22.625000
-812.000000,-1110.000000,-600.000000,3155.000000,930.000000,-286.000000,10899.200000,423.400000,8717.000000,2.180000,1.000000,1333.776900,22.625000
-1756.000000,1136.000000,-324.000000,5392.000000,4423.000000,2038.000000,10903.600000,424.900000,8721.400000,2.240000,1.000000,1333.790000,22.625000
-3892.000000,1096.000000,-2612.000000,1025.000000,2992.000000,620.000000,10911.400000,430.600000,8734.600000,2.300000,1.000000,1333.803100,22.625000
-5593.000000,117.000000,863.000000,-2323.000000,-1057.000000,-756.000000,10919.200000,436.300000,8747.800000,2.360000,1.000000,1333.816300,22.625000
-3675.000000,-8.000000,684.000000,2598.000000,-3663.000000,-716.000000,10927.000000,442.000000,8761.000000,2.420000,1.000000,1333.829400,22.625000
-4475.000000,1019.000000,96.000000,2040.000000,1451.000000,581.000000,10927.000000,437.800000,8749.900000,2.480000,1.000000,1333.842500,22.625000
-3857.000000,1586.000000,-323.000000,2636.000000,-2064.000000,500.000000,10927.000000,433.600000,8738.800000,2.540000,1.000000,1333.855600,22.625000
-1899.000000,1442.000000,-715.000000,807.000000,-2264.000000,376.000000,10927.000000,429.400000,8727.700000,2.600000,1.000000,1333.868800,22.625000
-1164.000000,832.000000,-673.000000,-908.000000,-1607.000000,338.000000,10926.200000,428.200000,8735.200000,2.660000,1.000000,1333.881900,22.625000
-574.000000,286.000000,-469.000000,-1494.000000,194.000000,401.000000,10925.000000,428.500000,8752.000000,2.720000,1.000000,1333.895000,22.625000
118.000000,-150.000000,207.000000,-1865.000000,-657.000000,265.000000,10923.800000,428.800000,8768.800000,2.780000,1.000000,1333.908100,22.625000
591.000000,-344.000000,236.000000,-1195.000000,-1442.000000,-143.000000,10922.000000,429.300000,8781.200000,2.840000,1.000000,1333.921300,22.625000
9.000000,-99.000000,27.000000,-335.000000,989.000000,302.000000,10919.000000,430.200000,8784.800000,2.900000,1.000000,1333.934400,22.625000
-686.000000,-58.000000,695.000000,-1036.000000,2366.000000,394.000000,10916.000000,431.100000,8788.400000,2.960000,1.000000,1333.947500,22.625000
-107.000000,82.000000,431.000000,1012.000000,-1104.000000,3.000000,10913.000000,432.000000,8792.000000,3.000000,1.000000,1333.960600,22.625000
139.000000,373.000000,-101.000000,1007.000000,-571.000000,-124.000000,10908.500000,431.700000,8791.100000,3.000000,1.000000,1333.973800,22.625000
251.000000,505.000000,-416.000000,-75.000000,599.000000,-386.000000,10904.000000,431.400000,8790.200000,3.000000,1.000000,1333.986900,22.625000
-739.000000,941.000000,-1016.000000,-530.000000,2750.000000,-594.000000,10899.500000,431.100000,8789.300000,3.000000,1.000000,1334.000000,22.625000
-4589.000000,430.000000,-1932.000000,-900.000000,6572.000000,243.000000,10900.800000,432.000000,8787.600000,3.000000,1.000000,1333.986900,22.625000
-10124.000000,1161.000000,7733.000000,-4542.000000,-9032.000000,-3308.000000,10905.000000,433.500000,8785.500000,3.000000,1.000000,1333.973800,22.625000
-3272.000000,86.000000,368.000000,1092.000000,1932.000000,-21.000000,10909.200000,435.000000,8783.400000,3.000000,1.000000,1333.960600,22.625000
-4494.000000,740.000000,-233.000000,1475.000000,2938.000000,956.000000,10913.500000,434.000000,8776.900000,3.000000,1.000000,1333.947500,22.625000
-3837.000000,683.000000,-448.000000,214.000000,-2043.000000,-121.000000,10918.000000,428.000000,8761.600000,3.000000,1.000000,1333.934400,22.625000
-2176.000000,553.000000,-195.000000,342.000000,-1917.000000,-149.000000,10922.500000,422.000000,8746.300000,3.000000,1.000000,1333.921300,22.625000
-1561.000000,841.000000,-530.000000,-229.000000,-958.000000,144.000000,10927.000000,416.000000,8731.000000,3.000000,1.000000,1333.908100,22.625000
-717.000000,-88.000000,-601.000000,-1945.000000,-1870.000000,37.000000,10922.500000,416.900000,8736.100000,3.000000,1.000000,1333.895000,22.625000
-650.000000,1658.000000,-101.000000,164.000000,-1404.000000,140.000000,10918.000000,417.800000,8741.200000,3.000000,1.000000,1333.881900,22.625000
-738.000000,-239.000000,-550.000000,-2445.000000,1070.000000,648.000000,10913.500000,418.700000,8746.300000,3.000000,1.000000,1333.868800,22.625000
-4588.000000,3674.000000,-1962.000000,3261.000000,5487.000000,2035.000000,10908.600000,421.000000,8752.600000,3.000000,1.000000,1333.855600,22.625000
-3902.000000,2436.000000,-552.000000,-5864.000000,-377.000000,-600.000000,10903.500000,424.000000,8759.500000,3.000000,1.000000,1333.842500,22.625000
-2982.000000,-849.000000,1735.000000,-3759.000000,-1143.000000,-710.000000,10898.400000,427.000000,8766.400000,3.000000,1.000000,1333.829400,22.625000
-2109.000000,-314.000000,804.000000,-1017.000000,1520.000000,348.000000,10892.800000,428.400000,8768.400000,3.000000,1.000000,1333.816300,22.625000
-2944.000000,-67.000000,870.000000,429.000000,3019.000000,1026.000000,10886.200000,426.600000,8760.600000,3.000000,1.000000,1333.803100,22.625000
-2246.000000,626.000000,211.000000,1268.000000,-411.000000,-88.000000,10879.600000,424.800000,8752.800000,3.000000,1.000000,1333.790000,22.625000
-941.000000,-144.000000,408.000000,-1262.000000,-1637.000000,-921.000000,10873.000000,423.000000,8745.000000,3.000000,1.000000,1333.776900,22.625000
-162.000000,-430.000000,192.000000,274.000000,-1545.000000,-977.000000,10871.800000,415.200000,8733.300000,3.000000,1.000000,1333.763800,22.625000
196.000000,-461.000000,36.000000,896.000000,-630.000000,-470.000000,10870.600000,407.400000,8721.600000,3.000000,1.000000,1333.750600,22.625000
-392.000000,60.000000,-24.000000,1683.000000,1505.000000,195.000000,10869.400000,399.600000,8709.900000,3.000000,1.000000,1333.737500,22.625000
-814.000000,206.000000,-135.000000,568.000000,1698.000000,424.000000,10872.800000,399.600000,8709.800000,3.000000,1.000000,1333.724400,22.625000
-732.000000,111.000000,-308.000000,533.000000,-824.000000,43.000000,10878.500000,403.500000,8715.500000,3.000000,1.000000,1333.711300,22.625000
-30.000000,30.000000,-415.000000,278.000000,-1026.000000,-184.000000,10884.200000,407.400000,8721.200000,3.000000,1.000000,1333.698100,22.625000
